,Kingdom,Phylum,Class,Order,Family,Confidence
ASV341,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV343,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,1
ASV344,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,1
ASV345,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV346,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV348,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,1
ASV349,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV350,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,0.67
ASV351,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV352,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV353,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Ellin5301,1
ASV354,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV355,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV356,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,NA,1
ASV357,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV358,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV359,Bacteria,Gemmatimonadetes,Gemm-1,NA,NA,1
ASV360,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,1
ASV361,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV362,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV363,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,1
ASV370,Bacteria,Proteobacteria,Betaproteobacteria,A21b,UD5,1
ASV372,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV373,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,NA,0.67
ASV374,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV375,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,0.67
ASV377,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,1
ASV378,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV379,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,1
ASV380,Bacteria,Armatimonadetes,Armatimonadia,FW68,NA,1
ASV381,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,1
ASV382,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,1
ASV383,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,0.67
ASV384,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,mb2424,1
ASV385,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV387,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,1
ASV389,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV390,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,NA,1
ASV391,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,1
ASV392,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV393,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,1
ASV394,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV395,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV396,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,1
ASV397,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,1
ASV398,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV399,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,0.67
ASV400,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV401,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,0.67
ASV402,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,1
ASV403,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1
ASV404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,1
ASV405,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,0.67
ASV407,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV408,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV409,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV410,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV411,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV413,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV414,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,0.67
ASV415,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,1
ASV417,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,1
ASV418,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,1
ASV419,Bacteria,Proteobacteria,Betaproteobacteria,A21b,EB1003,1
ASV420,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,1
ASV423,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV424,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,1
ASV425,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV426,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV427,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,0.67
ASV428,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,1
ASV429,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,1
ASV430,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV431,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV432,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,1
ASV433,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,1
ASV434,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,1
ASV435,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,1
ASV436,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV438,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,1
ASV439,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV440,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,1
ASV441,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,NA,1
ASV442,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,1
ASV443,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,1
ASV444,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV445,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV446,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,NA,1
ASV447,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,1
ASV448,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV449,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,NA,1
ASV450,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,NA,1
ASV451,Bacteria,Chloroflexi,Chloroflexi,AKIW781,NA,1
ASV452,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,1
ASV454,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Bryobacteraceae,0.67
ASV455,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,0.67
ASV456,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,0.67
ASV457,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV458,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV459,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,1
ASV460,Bacteria,FBP,NA,NA,NA,1
ASV461,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,1
ASV462,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,1
ASV464,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,1
ASV465,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV466,Bacteria,Chloroflexi,C0119,NA,NA,1
ASV467,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV470,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV471,Bacteria,Chloroflexi,TK10,AKYG885,Dolo_23,1
ASV472,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,NA,1
ASV473,Bacteria,Acidobacteria,Sva0725,Sva0725,NA,1
ASV474,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,1
ASV475,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV476,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0.67
ASV477,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV478,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV479,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV481,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV482,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,1
ASV483,Bacteria,Cyanobacteria,NA,NA,NA,0.67
ASV484,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,211ds20,1
ASV485,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,1
ASV486,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,1
ASV487,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,1
ASV489,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,1
ASV490,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,NA,1
ASV491,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV492,Bacteria,Acidobacteria,iii1-8,DS-18,NA,1
ASV494,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV495,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV496,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV497,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV498,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,1
ASV499,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,NA,1
ASV500,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV501,Bacteria,Gemmatimonadetes,Gemmatimonadetes,NA,NA,1
ASV502,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV504,Bacteria,Acidobacteria,DA052,Ellin6513,NA,1
ASV505,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,1
ASV506,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,1
ASV507,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,NA,1
ASV508,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV509,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV510,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV511,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,1
ASV512,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV513,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,NA,0.67
ASV514,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,1
ASV515,Bacteria,Armatimonadetes,Armatimonadia,FW68,NA,1
ASV517,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV518,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,1
ASV520,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV521,Bacteria,Chloroflexi,Chloroflexi,Roseiflexales,Kouleothrixaceae,1
ASV522,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,1
ASV523,Bacteria,Chloroflexi,Anaerolineae,WCHB1-50,NA,1
ASV524,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,1
ASV525,Bacteria,Proteobacteria,Betaproteobacteria,A21b,EB1003,1
ASV526,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1
ASV527,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,1
ASV528,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,0.67
ASV529,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,1
ASV530,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV531,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,1
ASV532,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV533,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV534,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,1
ASV536,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV537,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV538,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,NA,1
ASV539,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV541,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,1
ASV542,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,1
ASV543,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV545,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,1
ASV546,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,1
ASV547,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,1
ASV548,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,NA,1
ASV549,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV551,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV553,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,0.67
ASV555,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,0.67
ASV556,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,NA,1
ASV557,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV558,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV559,Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,NA,1
ASV560,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV561,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,1
ASV564,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV565,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,1
ASV567,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV568,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,NA,1
ASV570,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV571,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,1
ASV572,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,0.67
ASV573,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV574,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,1
ASV576,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin517,1
ASV577,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV578,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV579,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,NA,1
ASV581,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,1
ASV582,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV583,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,1
ASV585,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,NA,1
ASV586,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,NA,1
ASV587,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,1
ASV588,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV589,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,NA,1
ASV591,Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,1
ASV592,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV593,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,1
ASV594,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,1
ASV595,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,1
ASV596,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,1
ASV597,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV598,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV599,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,1
ASV600,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV603,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV604,Bacteria,Acidobacteria,Chloracidobacteria,RB41,NA,1
ASV605,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sporichthyaceae,1
ASV606,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV607,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
ASV608,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,1
ASV609,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,1
ASV610,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,1
ASV611,Bacteria,Chloroflexi,Ellin6529,NA,NA,1
ASV613,Bacteria,Proteobacteria,Betaproteobacteria,MND1,NA,0.67
ASV614,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV615,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Trebouxiophyceae,1
ASV616,Bacteria,Acidobacteria,Chloracidobacteria,RB41,Ellin6075,1
ASV618,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,1
ASV620,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,1
ASV621,Bacteria,Chloroflexi,Anaerolineae,H39,NA,1
ASV623,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,NA,0.67
ASV624,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,1
ASV628,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,NA,1
ASV629,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,0.67
ASV630,Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,1
ASV631,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV634,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,1
ASV639,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,1
ASV642,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,1
ASV643,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV644,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,1
ASV645,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin517,0.67
ASV646,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,1
ASV647,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,1
ASV648,Bacteria,Acidobacteria,Chloracidobacteria,DS-100,NA,1
ASV649,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,1
ASV650,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,0.67
ASV654,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV655,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,1
ASV656,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,1
ASV658,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV659,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,1
ASV661,Bacteria,Proteobacteria,Betaproteobacteria,A21b,EB1003,1
ASV662,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,NA,1
ASV663,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,1
ASV664,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,1
ASV666,Bacteria,Chloroflexi,Anaerolineae,A31,S47,1
ASV667,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,1
ASV668,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV669,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV670,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,1
ASV671,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,NA,1
ASV672,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,1
ASV673,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,0.67
ASV674,Bacteria,Chloroflexi,Chloroflexi,Roseiflexales,Kouleothrixaceae,1
ASV675,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,1
ASV676,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,1
ASV677,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,1
ASV678,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,1
ASV679,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,0.67
ASV682,Bacteria,Chloroflexi,TK10,B07_WMSP1,NA,0.67
ASV684,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,1
ASV686,Bacteria,FCPU426,NA,NA,NA,1
ASV688,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,1
ASV689,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,1
ASV690,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,1
ASV691,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinospicaceae,1
ASV692,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,1
ASV693,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV694,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,1
ASV697,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,1
ASV699,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,1
ASV700,Bacteria,Proteobacteria,Betaproteobacteria,MND1,NA,1
ASV701,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,1
ASV702,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,1
ASV703,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,1
ASV704,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,1
ASV705,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,1
